id,text,rating,date,source,app,cleaned_text,word_count,language
1f7b7f90-e15b-436d-91ef-0616e03f1ad6,asal honlink makin lama makin slow,3.0,2026-02-03 05:05:32,play_store,Hotlink,asal honlink makin lama makin slow,6,tl
0933d7a6-3463-4f41-9ec6-24fcfe235425,"Selama dua hari ini, salah satu hot link tidak berfungsi dengan baik, hanya menampilkan layar putih. Saya meminta Anda untuk segera memperbaikinya, karena hal ini mengganggu aplikasi.",1.0,2026-02-02 13:22:07,play_store,Hotlink,"Selama dua hari ini, salah satu hot link tidak berfungsi dengan baik, hanya menampilkan layar putih. Saya meminta Anda untuk segera memperbaikinya, karena hal ini mengganggu aplikasi.",27,id
a8c17b0f-af3e-4066-8c0d-88855bba6b11,using 18mbps unlimited for one month..but just 15 day left..maxis send fair play edy...so disappointed and have been feeling cheat by maxis,1.0,2026-02-01 09:23:04,play_store,Hotlink,using 18mbps unlimited for one month..but just 15 day left..maxis send fair play edy..so disappointed and have been feeling cheat by maxis,22,en
b44a9e2f-49e1-43cc-bd94-3434fd4519d5,Bayar pospaid mahal2 tapi Pandai Hilang line,1.0,2026-01-31 10:46:47,play_store,Hotlink,Bayar pospaid mahal2 tapi Pandai Hilang line,7,tl
7f8de680-2e5b-4854-a86a-31e87030e129,"maxis ni line Dia ikut tempat ke ape? Baru je ade semalam dah hilang lagi petang tadi,hampeh betol lah ...takde yang nk betolkan line maxis ke ape ker...nk tunggu Aku punya kuota habis Baru nk full line..macamtu ke?",1.0,2026-01-30 14:36:48,play_store,Hotlink,"maxis ni line Dia ikut tempat ke ape? Baru je ade semalam dah hilang lagi petang tadi,hampeh betol lah ..takde yang nk betolkan line maxis ke ape ker..nk tunggu Aku punya kuota habis Baru nk full line..macamtu ke?",38,id
c3ca4a22-28c9-4616-839e-80e15f83fe58,the app is really not stable. sometimes open it just show blank page with the footer only. can check?,1.0,2026-01-30 11:55:33,play_store,Hotlink,the app is really not stable. sometimes open it just show blank page with the footer only. can check?,19,en
38cdb7dd-d388-4b93-904c-941480005af5,"lambatt apps nii , beratt",1.0,2026-01-29 23:53:38,play_store,Hotlink,"lambatt apps nii , beratt",5,sv
ebd5030b-529a-4c6a-b659-e9984d07ac16,aplikasi ini menggunakan internet data..padahal dy diciptakan untuk buat data,1.0,2026-01-29 10:09:26,play_store,Hotlink,aplikasi ini menggunakan internet data..padahal dy diciptakan untuk buat data,10,id
5a7661b5-dda1-4b28-9f81-a6db98b2b5f5,"Now the apps improvement get me better, but pls add a basic data specificly for the hotlink apps, so if my data has expired I easily open the apps to purchase data. Thankyou! 5 star if the problem solved.",4.0,2026-01-29 00:11:15,play_store,Hotlink,"Now the apps improvement get me better, but pls add a basic data specificly for the hotlink apps, so if my data has expired I easily open the apps to purchase data. Thankyou! 5 star if the problem solved.",39,en
6b267985-e92a-460c-98ed-a6d57f1da08f,click activate then blank.. use less app,1.0,2026-01-28 12:30:23,play_store,Hotlink,click activate then blank.. use less app,7,en
21624b81-0596-4928-b007-8de53aeffe17,Good Quality International Malaysia 🇲🇾,5.0,2026-01-28 08:03:16,play_store,Hotlink,Good Quality International Malaysia 🇲🇾,5,en
83c2b40e-ac4e-4a8a-8f70-7143b52f5774,Stealing bills monthly. I reloaded 60 RM and only got 45 RM in the Hotlink app. Why is Hotlink stealing money from customers?,1.0,2026-01-27 15:36:51,play_store,Hotlink,Stealing bills monthly. I reloaded 60 RM and only got 45 RM in the Hotlink app. Why is Hotlink stealing money from customers?,23,en
4d405b15-70cd-4c87-9e75-11ee1d346692,"Please bring back unlimited 1GB package Internet, others so limited and expensive",1.0,2026-01-27 05:00:27,play_store,Hotlink,"Please bring back unlimited 1GB package Internet, others so limited and expensive",12,en
52a4b183-89cb-4787-8a81-e3c457e63f41,"app ni bagus, tapi takde customer service bila kita nak buat aduan or whatever and line kat kawasan aku alak lemau sangat, aku beli unlimited tpi line slow. cabut je la pencawang kau kat kawasan ni",1.0,2026-01-26 15:52:14,play_store,Hotlink,"app ni bagus, tapi takde customer service bila kita nak buat aduan or whatever and line kat kawasan aku alak lemau sangat, aku beli unlimited tpi line slow. cabut je la pencawang kau kat kawasan ni",36,id
6fbdb427-4904-44a1-92ab-83782360d8e5,"I REALLY WANT TO GIVE MAXIS 5 STAR RATING FOR THE MOST DISGUSTING APP. 0LEASE FIX YOUR NETWORK IN MY PLACE FIRST. I HAVE SEND 2 COMPLAIN,BUT NOT EVEN ONE HAS SOLVE YET.",1.0,2026-01-26 13:31:21,play_store,Hotlink,"I REALLY WANT TO GIVE MAXIS 5 STAR RATING FOR THE MOST DISGUSTING APP. 0LEASE FIX YOUR NETWORK IN MY PLACE FIRST. I HAVE SEND 2 COMPLAIN,BUT NOT EVEN ONE HAS SOLVE YET.",33,en
2ac66aae-4aa7-4330-afc4-bd3bdcf7980a,"I am sorry, but to be honest, this new version is not really suited my taste as the previous version. It's pretty but I might not understand its doings??,.. just update the version but can't click on the reward? What's means? .. sorry hotlink...",5.0,2026-01-26 09:12:55,play_store,Hotlink,"I am sorry, but to be honest, this new version is not really suited my taste as the previous version. It's pretty but I might not understand its doings??,.. just update the version but can't click on the reward? What's means? .. sorry hotlink..",44,en
783edbda-4c53-4e9a-91d1-c9bbd9aeaf1c,slownya loading. macam tunggu forever,1.0,2026-01-25 23:45:28,play_store,Hotlink,slownya loading. macam tunggu forever,5,id
6fa68992-71a6-4e19-99a1-9fce5fb5f4be,"di sos topup tu tambah la bnyk option macam rm 1,3,5,10 jangan 10(one option saja) je aku nak pinjam sikit je tkleh... tolong buat cam ni",5.0,2026-01-25 14:17:02,play_store,Hotlink,"di sos topup tu tambah la bnyk option macam rm 1,3,5,10 jangan 10(one option saja) je aku nak pinjam sikit je tkleh.. tolong buat cam ni",26,id
c60b38c5-976a-4868-8ea4-9b361333ed27,Expensive. Take more and more Money Everyday for good coverage Internet line,1.0,2026-01-24 13:35:50,play_store,Hotlink,Expensive. Take more and more Money Everyday for good coverage Internet line,12,en
162339de-61b7-492d-869f-ee88d0f1014e,Sunday Spin Is A Joke 😂😂🤣🤣🤣,1.0,2026-01-24 02:57:09,play_store,Hotlink,Sunday Spin Is A Joke 😂😂🤣🤣,6,en
e047e617-c2d1-4638-a94e-ee82baf7014c,"lembab, sudah complain pun tetap tak perbaiki.. tak lama tukar line ni.. so baddddddddddd poooooooorrrrrrr",1.0,2026-01-23 05:56:36,play_store,Hotlink,"lembab, sudah complain pun tetap tak perbaiki.. tak lama tukar line ni.. so badd poorr",15,id
27abeda2-8679-4f1b-b503-41ea8241a110,bertahun tahun guna aku perhatikan maxis ne klau baki rm10 d apps dia hilangkan langganan bwa rm 10 memaksa beli lebih mahal.. bodooo,1.0,2026-01-22 15:13:13,play_store,Hotlink,bertahun tahun guna aku perhatikan maxis ne klau baki rm10 d apps dia hilangkan langganan bwa rm 10 memaksa beli lebih mahal.. bodoo,23,id
d963570b-3305-42b7-bf50-4a0caff772c5,the line network in 5 full bar but still slow asf even with 90mbps internet or higher this really disappointed me when I was playing vid game watch movie and do assignment,2.0,2026-01-22 15:05:23,play_store,Hotlink,the line network in 5 full bar but still slow asf even with 90mbps internet or higher this really disappointed me when I was playing vid game watch movie and do assignment,32,en
47d5e083-cc62-46b0-9246-fc89e529fcab,"Internet is getting slower, yet so expensive. Main problem is the connection's speed it's sooo ah🤢🤦 And no so many choices like before",1.0,2026-01-22 13:47:42,play_store,Hotlink,"Internet is getting slower, yet so expensive. Main problem is the connection's speed it's soo ah🤢🤦 And no so many choices like before",23,en
e1dd62fd-211f-4f9d-84a6-0e80a2d448ac,kenapa saya kena bayar byon combat sedangkan saya tak tengok? Maxis tolong jangan buat pembayaran tanpa pengetahuan saya. pulangkan balik duit aku,1.0,2026-01-22 10:13:54,play_store,Hotlink,kenapa saya kena bayar byon combat sedangkan saya tak tengok? Maxis tolong jangan buat pembayaran tanpa pengetahuan saya. pulangkan balik duit aku,22,id
196f7353-882e-4a15-a6ac-e106bb465b0f,Anda telah mencapai had FUP/Polisi Penggunaan Saksama data dan kini melayari internet pd kelajuan 512kbps. Terus melayari internet dan nikmati data tanpa had sehingga pas anda luput atau beli pas baharu di aplikasi Hotlink atau dail *100#. (sedangkan jarang pakai sebab kawasan rumah kami selalu tiada line maxis....)terlalu teruk,1.0,2026-01-21 21:04:54,play_store,Hotlink,Anda telah mencapai had FUP/Polisi Penggunaan Saksama data dan kini melayari internet pd kelajuan 512kbps. Terus melayari internet dan nikmati data tanpa had sehingga pas anda luput atau beli pas baharu di aplikasi Hotlink atau dail *100#. (sedangkan jarang pakai sebab kawasan rumah kami selalu tiada line maxis..)terlalu teruk,49,id
7b1b604f-b11d-4498-a365-4d852b68efe3,by everything indoor coverage always lagging.. not worthy buting VIP package...maybe its time to change another telco..maxis today is worse and bad service,2.0,2026-01-21 12:54:18,play_store,Hotlink,by everything indoor coverage always lagging.. not worthy buting VIP package..maybe its time to change another telco..maxis today is worse and bad service,23,en
a55f3107-040b-45d5-a24d-7391a752a0c7,"i want to speak to your customer service, a human one not bot. another thing is that its hard to unsubscribe to a service you dont want to i need to go to hotlink service center for that? unbelievable",1.0,2026-01-20 11:53:09,play_store,Hotlink,"i want to speak to your customer service, a human one not bot. another thing is that its hard to unsubscribe to a service you dont want to i need to go to hotlink service center for that? unbelievable",39,en
edd15787-2812-4791-9b6b-d1bf462e62ed,"Worst service ever. I just encountered this network issue recently (signal is there but no internet access, not too long but very frequent) So I made a complaint to customer service, they said that it is because more users now, I asked if there is anything can Maxis improve to serve increasing users, he said this is the maximum Maxis can do. Really disappointed, have been using Maxis for like more than 15 years, guess this is the end.",1.0,2026-01-20 07:58:24,play_store,Hotlink,"Worst service ever. I just encountered this network issue recently (signal is there but no internet access, not too long but very frequent) So I made a complaint to customer service, they said that it is because more users now, I asked if there is anything can Maxis improve to serve increasing users, he said this is the maximum Maxis can do. Really disappointed, have been using Maxis for like more than 15 years, guess this is the end.",79,en
33a12f54-c7bb-45e1-925c-1e4710eee37a,Does't work on my device anymore,1.0,2026-01-20 07:06:26,play_store,Hotlink,Does't work on my device anymore,6,en
0aef3058-55c4-4138-abc7-39738ad40945,trash data slow than my granma,1.0,2026-01-20 05:31:22,play_store,Hotlink,trash data slow than my granma,6,en
d1c2b2d4-a72e-4234-ad80-f1df24899e74,"poor app , already two days no picture show off when I check in this app .",2.0,2026-01-20 03:43:17,play_store,Hotlink,"poor app , already two days no picture show off when I check in this app .",17,en
381ca929-4de4-474a-8c3a-b7d31658d005,I am fully satisfied by the internet,5.0,2026-01-19 00:54:30,play_store,Hotlink,I am fully satisfied by the internet,7,en
d427d6aa-3311-4022-a0bf-7aa7ff0fb9f5,line ko kat p.pinang mcm siawww slowwww,1.0,2026-01-18 14:08:19,play_store,Hotlink,line ko kat p.pinang mcm siaww sloww,7,tl
7e0d2574-f568-40ce-b6e7-f2d30b584442,I'm just leaving one star because there is NO VALID way to contact Customer Support for Hotlink.,1.0,2026-01-18 13:02:47,play_store,Hotlink,I'm just leaving one star because there is NO VALID way to contact Customer Support for Hotlink.,17,en
18bba71c-fb22-4ffe-ab76-c8b67520edda,The app can't properly read my passport and it doesn't allow me to enter the details manually. It took 10+ tries to read it and I still had to register an account with an incorrect name to be able to proceed. Otherwise the app is working fine.,3.0,2026-01-18 08:51:20,play_store,Hotlink,The app can't properly read my passport and it doesn't allow me to enter the details manually. It took 10+ tries to read it and I still had to register an account with an incorrect name to be able to proceed. Otherwise the app is working fine.,47,en
4dd0545b-29cc-43de-8451-75f05cfcdbc2,"The app still didnt work. crash on launch. dah la mahal, tapi app bingung.. dont ask me to reinstall / clear cache again. already did.",1.0,2026-01-18 04:57:52,play_store,Hotlink,"The app still didnt work. crash on launch. dah la mahal, tapi app bingung.. dont ask me to reinstall / clear cache again. already did.",25,en
c2ccdaac-80ce-49e9-9955-c6127b547165,bayar bill mahal ii line cam hareyy....5G line tp stuck kau rasa....baik aq pakai line lain jerr senang....bayar bill tp line xde...please la improve masalah ni...pening la macam ni hadehhhhh,1.0,2026-01-17 17:10:57,play_store,Hotlink,bayar bill mahal ii line cam hareyy..5G line tp stuck kau rasa..baik aq pakai line lain jerr senang..bayar bill tp line xde..please la improve masalah ni..pening la macam ni hadehh,30,id
0c5961a1-9eff-4259-91e5-02e6666b5ce1,kenapa perlu bayar guna bill,1.0,2026-01-17 11:08:48,play_store,Hotlink,kenapa perlu bayar guna bill,5,id
b13f1687-f98f-4694-913f-27e767a3df10,apa hal teruk sangat bila bukak putih je screen nak teguk baki Internet pun susah,1.0,2026-01-17 06:58:41,play_store,Hotlink,apa hal teruk sangat bila bukak putih je screen nak teguk baki Internet pun susah,15,id
522f3392-dc56-46ae-827d-8918770c863b,"dari tahun lepas smpai tahun ni , line sy makin teruk eventhough sy sentiasa beli data satu bulan lgi tu.. line makin teruk , tolong perbaiki dengn segera",1.0,2026-01-16 15:21:36,play_store,Hotlink,"dari tahun lepas smpai tahun ni , line sy makin teruk eventhough sy sentiasa beli data satu bulan lgi tu.. line makin teruk , tolong perbaiki dengn segera",28,id
6fe145ad-f1a5-4f9c-b545-611d7f35e74c,"I still had some credit balance, but after a few days it decreased. Damn, I’m already trying to save money this really feels like a scam. I didn't purchase anything and yet my credit balance keeps missing I'm tired of this stuff. I've been loyal to this sim and I even recommend that to my friend to buy this sim but this is what I got, I hate this if only this review can give no star I would rather choose no star at all than give this thing one star😡😡",1.0,2026-01-14 15:31:19,play_store,Hotlink,"I still had some credit balance, but after a few days it decreased. Damn, I’m already trying to save money this really feels like a scam. I didn't purchase anything and yet my credit balance keeps missing I'm tired of this stuff. I've been loyal to this sim and I even recommend that to my friend to buy this sim but this is what I got, I hate this if only this review can give no star I would rather choose no star at all than give this thing one star😡😡",91,en
88e1838a-3ca7-4855-961d-c76563839d5c,Sikit-sikit nk kurangkan kelajuan internet orang,1.0,2026-01-14 12:27:13,play_store,Hotlink,Sikit-sikit nk kurangkan kelajuan internet orang,6,id
59d1df87-249d-45e6-b02a-88da64353cfb,"Banyak Kali agent call untuk ambik device percuma sbb Ada loyalty, 8/1/2026 pon Ada cs call pastu 9/1/2026 decide ambik fone Nubia focus 2 5G (hitam) order by apps hotlink. fone ni takde stock in store so pilih la home delivery Lepas isi detail n submit terpampang tq je, takde tulis Ur order will be delivery ke apa, sampai sekarang bila tengok dlm apps takde apa, ingatkan order Dalam apps trusted rupanya kene scam, rugi dah ikat 2tahun fone pon takdapat sumpah kecewa. bfore pay rm64 now pay rm75",1.0,2026-01-14 09:43:08,play_store,Hotlink,"Banyak Kali agent call untuk ambik device percuma sbb Ada loyalty, 8/1/2026 pon Ada cs call pastu 9/1/2026 decide ambik fone Nubia focus 2 5G (hitam) order by apps hotlink. fone ni takde stock in store so pilih la home delivery Lepas isi detail n submit terpampang tq je, takde tulis Ur order will be delivery ke apa, sampai sekarang bila tengok dlm apps takde apa, ingatkan order Dalam apps trusted rupanya kene scam, rugi dah ikat 2tahun fone pon takdapat sumpah kecewa. bfore pay rm64 now pay rm75",89,id
528a9250-825a-4f02-bdc0-9726a40c7f95,"ur packaging in data sometimes i dont understand😒😒😒30rm for 4gb for one month u think can meh ,,use mindset sometimes, sometimes 35rm for 120gb for one month this one already ok then why u always change ur packaging and put for nonsense very law data package while u pay very expensive r u mad owner😡😡..then ur data connectioned also wallah always gone and reconnecting when it come to call and vedio call ,watching reels and anything,,,ur packaging and giving data so expensive yarr..",1.0,2026-01-14 03:10:08,play_store,Hotlink,"ur packaging in data sometimes i dont understand😒😒30rm for 4gb for one month u think can meh ,,use mindset sometimes, sometimes 35rm for 120gb for one month this one already ok then why u always change ur packaging and put for nonsense very law data package while u pay very expensive r u mad owner😡😡..then ur data connectioned also wallah always gone and reconnecting when it come to call and vedio call ,watching reels and anything,,ur packaging and giving data so expensive yarr..",83,en
ed800f1d-7f56-4429-8736-9cf3caad3763,5g is trash now. Speed is like 3g,1.0,2026-01-13 10:51:50,play_store,Hotlink,5g is trash now. Speed is like 3g,8,en
1c88c14a-dca5-4f33-921e-4f411bf93b7a,"poor apps, always system problems, other better",1.0,2026-01-13 03:32:37,play_store,Hotlink,"poor apps, always system problems, other better",7,en
c72e3dd2-9331-4fbb-8a96-646c7e3d5666,"Even snails move faster than this app. Keep logging in, logged out automatically, then loading here and there, even bills payment will facing loading timeout.",1.0,2026-01-13 03:06:56,play_store,Hotlink,"Even snails move faster than this app. Keep logging in, logged out automatically, then loading here and there, even bills payment will facing loading timeout.",25,en
fc2e0dc2-98d4-48a2-971b-541282403621,"bbi , improve lah sikit . Asyik ii problem sakit hati tau , 4G tapi internet tak keluar dahlah kedekut . PLEASE IMPROVE LINE MAXIS NI .",1.0,2026-01-13 02:51:55,play_store,Hotlink,"bbi , improve lah sikit . Asyik ii problem sakit hati tau , 4G tapi internet tak keluar dahlah kedekut . PLEASE IMPROVE LINE MAXIS NI .",27,id
fb17ff95-5d1a-443c-adaa-1697319ad2e6,Bought new sim card. It is so hard to acttivate it using this apps. Scanned the bar codes many times before it can read the code. Scanned my ID many times but the ID validation was 'unavailable'. Thank you Hotlink. You make my experience so 'fun'. I wish I didn't buy the sim card.,1.0,2026-01-12 18:29:09,play_store,Hotlink,Bought new sim card. It is so hard to acttivate it using this apps. Scanned the bar codes many times before it can read the code. Scanned my ID many times but the ID validation was 'unavailable'. Thank you Hotlink. You make my experience so 'fun'. I wish I didn't buy the sim card.,54,en
52699d35-bb80-4ec2-b47f-3e06226a94aa,Oftenly unable to view/reload page easily.. Blank page (gotta uninstall and reinstall apps few times),2.0,2026-01-12 13:09:30,play_store,Hotlink,Oftenly unable to view/reload page easily.. Blank page (gotta uninstall and reinstall apps few times),15,en
8152396d-46c0-4e0b-8aa7-f6312fe85dcb,"As an old user of this telco, I'm really Disappointed and feel frustrated. Signal unstable day by day. Pricey for some user. Better use other telco rather than Maxis and Celcom. This telco Scam and liar, example; unlimited 3 hour doesn't mean unlimited data in 3 hour, just 30GB data in 3 hour. Many other problem and issues from Maxis/Hotlink.",1.0,2026-01-12 06:07:40,play_store,Hotlink,"As an old user of this telco, I'm really Disappointed and feel frustrated. Signal unstable day by day. Pricey for some user. Better use other telco rather than Maxis and Celcom. This telco Scam and liar, example; unlimited 3 hour doesn't mean unlimited data in 3 hour, just 30GB data in 3 hour. Many other problem and issues from Maxis/Hotlink.",60,en
a40a1046-7713-4124-ad47-6e1e8163f66d,so lagging do not choose this Internet it's just a scam choose another,1.0,2026-01-11 12:26:38,play_store,Hotlink,so lagging do not choose this Internet it's just a scam choose another,13,en
eccd42c2-b138-4c9b-81ff-8b11f2eb1f52,buat plan roming 3 hari untuk SG ID TH,4.0,2026-01-11 01:29:23,play_store,Hotlink,buat plan roming 3 hari untuk SG ID TH,9,id
70a6157a-0d0f-48c3-8a91-fe6632dc8ce4,This hotlink apps is useless difficult to open need to restart only can open,1.0,2026-01-10 10:03:23,play_store,Hotlink,This hotlink apps is useless difficult to open need to restart only can open,14,en
e1c28e1c-c130-425b-b659-b9c6ba0ea452,not gonna lie this whole internet thing? it's just bad including this unresponsive app,1.0,2026-01-09 16:20:04,play_store,Hotlink,not gonna lie this whole internet thing? it's just bad including this unresponsive app,14,en
51d41cf8-a954-4c41-8ea6-5ca7b1eccbf0,"entah lah, pengguna hotlink/maxis dari 2014 macam tu masih setia lah aku nih dah la mahal gila untuk kuota internet yang sangat sikit, tahun 2024 dulu pernah buat report sebab capaian internet slow gila nak browse apa pun tak lepas, dah 2026 macam tu jugak lah worsen lak tu semakin slow gampangg hmmm entah lah frust gila taktau nak explain frust ni mcm mana sebab kerja kita banyak nak guna internet tapi dkt rumah takdak capaian internet yang kita bayar tu",1.0,2026-01-09 15:43:35,play_store,Hotlink,"entah lah, pengguna hotlink/maxis dari 2014 macam tu masih setia lah aku nih dah la mahal gila untuk kuota internet yang sangat sikit, tahun 2024 dulu pernah buat report sebab capaian internet slow gila nak browse apa pun tak lepas, dah 2026 macam tu jugak lah worsen lak tu semakin slow gampangg hmm entah lah frust gila taktau nak explain frust ni mcm mana sebab kerja kita banyak nak guna internet tapi dkt rumah takdak capaian internet yang kita bayar tu",81,id
de22f2ae-6b9f-41b3-ae84-bca746db02f0,I'm not comfortable using it right now.I can't go inside.I can't see anything.Please suggest something to do.,1.0,2026-01-09 14:01:22,play_store,Hotlink,I'm not comfortable using it right now.I can't go inside.I can't see anything.Please suggest something to do.,17,en
762d7ee0-ef4b-40c8-8d8a-32b746690d44,I bought expensive internet but still got slow internet...wth?,2.0,2026-01-09 12:15:48,play_store,Hotlink,I bought expensive internet but still got slow internet..wth?,9,en
8a52b631-4746-42b9-976e-f5f20a9811a3,"id give it a higher rating if it worked on my vivo. my oppo likes it, but vivo yeilds a blank screen",1.0,2026-01-09 11:41:55,play_store,Hotlink,"id give it a higher rating if it worked on my vivo. my oppo likes it, but vivo yeilds a blank screen",22,en
2ba2042d-a821-4354-89b2-f0141bca8aa8,kenapa bila buka nak chek Hotlink lambat,5.0,2026-01-09 10:40:32,play_store,Hotlink,kenapa bila buka nak chek Hotlink lambat,7,id
f70ed10e-80e7-4bfa-8bc4-8f35c058a676,slow ahh internet. won't even solve our problems.,3.0,2026-01-09 07:29:37,play_store,Hotlink,slow ahh internet. won't even solve our problems.,8,en
7d9851f4-4ac0-4203-90b8-f9114f4545bb,internet terlalu slow ... awal awal sahaja laju bila dh setahun pakai slow nak buka youtube pon loading berminit minit .. kalau boleh 4g dengan 5g tu sekali kan jangan asing kan ye...rugi le ... kalau masih sama slow macam ni lagi saya akan tukar brand lain pulak,1.0,2026-01-09 03:50:26,play_store,Hotlink,internet terlalu slow .. awal awal sahaja laju bila dh setahun pakai slow nak buka youtube pon loading berminit minit .. kalau boleh 4g dengan 5g tu sekali kan jangan asing kan ye..rugi le .. kalau masih sama slow macam ni lagi saya akan tukar brand lain pulak,48,id
3b613aef-a422-43eb-8415-e58840999394,"Dah beli unlimited tpi sma jer line slow..apa ni ( 1/19/24) STILL TIADA PERUBAHAN, NAK MAIN GAME PUN TAK TENANG (1/8/26)",1.0,2026-01-08 13:34:24,play_store,Hotlink,"Dah beli unlimited tpi sma jer line slow..apa ni ( 1/19/24) STILL TIADA PERUBAHAN, NAK MAIN GAME PUN TAK TENANG (1/8/26)",21,hr
c039be93-f9c5-41fa-b0b8-797f516be24a,"scammer. Store, phone call, and email cs don want to solve issue.. kick ball to each other. Never opt into maxis/hotlink or u will regret it. Waste my money and time.",1.0,2026-01-08 08:50:14,play_store,Hotlink,"scammer. Store, phone call, and email cs don want to solve issue.. kick ball to each other. Never opt into maxis/hotlink or u will regret it. Waste my money and time.",31,en
7a1422da-5642-4afb-acb1-5646feb08373,Apps work flawless in my phone for long already despite many odd remarks by many users.Now it doesnt want to work on Oppo 83.,1.0,2026-01-08 04:18:42,play_store,Hotlink,Apps work flawless in my phone for long already despite many odd remarks by many users.Now it doesnt want to work on Oppo 83.,24,en
fa48009e-c6c0-4c46-be3d-743a16cf0e42,is this a bug? since i cant use a freaking youth discount fix this stupid mistake how can u make such a simple mistake?,1.0,2026-01-08 03:27:00,play_store,Hotlink,is this a bug? since i cant use a freaking youth discount fix this stupid mistake how can u make such a simple mistake?,24,en
965ad8a3-ebde-4e25-9f71-03c65f59c57f,I paid 40 for 48 mbps and still have 30 gb... But the internet is bad... It's make it Unworth it,1.0,2026-01-07 14:22:38,play_store,Hotlink,I paid 40 for 48 mbps and still have 30 gb.. But the internet is bad.. It's make it Unworth it,21,en
f75de9db-c57e-46e2-90c7-d2bb0c2c08f0,line barua! bukan main top up line mahal² sama je. boleh ke mid game line off? x kan fix la cepat bukak app un xleh,1.0,2026-01-07 09:44:46,play_store,Hotlink,line barua! bukan main top up line mahal² sama je. boleh ke mid game line off? x kan fix la cepat bukak app un xleh,25,id
7a1d7257-f439-406c-ac94-657fc4fa6364,"always slow,high price but still slow",1.0,2026-01-07 03:01:15,play_store,Hotlink,"always slow,high price but still slow",6,en
f1e7afae-dd65-4d0a-9cf3-0528bda6f583,"i don't know what happen to the apps. since update previously. It just White blank when open.... always. Seriously, Quite disappointed with the apps. When it come to due date of monthly passes. I had to buy from *100# and missed all the voucher from apps.",2.0,2026-01-06 21:56:35,play_store,Hotlink,"i don't know what happen to the apps. since update previously. It just White blank when open.. always. Seriously, Quite disappointed with the apps. When it come to due date of monthly passes. I had to buy from *100# and missed all the voucher from apps.",46,en
c8d93dbd-72bf-4520-9f1f-a8671e826d63,very very fast ya good,1.0,2026-01-06 11:01:10,play_store,Hotlink,very very fast ya good,5,tr
06c722d4-49c7-47d9-b0cb-437894e08fa8,"I have tried multiple times with a good camera, but self-activation for a new physical SIM never works. If this feature is not supported, why is the option even available in the app?",1.0,2026-01-06 02:23:45,play_store,Hotlink,"I have tried multiple times with a good camera, but self-activation for a new physical SIM never works. If this feature is not supported, why is the option even available in the app?",33,en
1c9a279a-87fa-4ff8-8c78-116667706f9f,"LINE GAMPANG ,TENET SLOW ,BELI TENET MAHAL"" LAST SLOW JUGAK HAMPEH TULL UPGRADE LA LAJU TENET OII TENET DAH 5G TAPI MACAM DUK DALAM GUA MENDA OI",1.0,2026-01-05 13:44:23,play_store,Hotlink,"LINE GAMPANG ,TENET SLOW ,BELI TENET MAHAL"" LAST SLOW JUGAK HAMPEH TULL UPGRADE LA LAJU TENET OII TENET DAH 5G TAPI MACAM DUK DALAM GUA MENDA OI",27,en
7ec2177b-d224-46a4-8f80-156985d8d258,line maxis selalu sahaja slow!!!!! sekarang pun 👎,1.0,2026-01-05 11:20:45,play_store,Hotlink,line maxis selalu sahaja slow!! sekarang pun 👎,8,id
22ff3e4e-150e-4abb-95c6-d9ad055855ba,its better to not make menang ahad spin.... coz you never get anything beside rm3 off or 20gb of internet for 2hr... you will never get anything else..especially when it spin near to 1year internet or rm500 credit... it always stop at rm3 off for monthly internet plan... it's so stupid... and i'm feel stupid for trusting it...,1.0,2026-01-05 09:06:11,play_store,Hotlink,its better to not make menang ahad spin.. coz you never get anything beside rm3 off or 20gb of internet for 2hr.. you will never get anything else..especially when it spin near to 1year internet or rm500 credit.. it always stop at rm3 off for monthly internet plan.. it's so stupid.. and i'm feel stupid for trusting it..,58,en
d5a29006-d8e3-4a51-9d98-0b38b240e11c,thanks Maxis/Hotlink now Singapore Roaming using Singtel very fast 👍🏻👍🏻,5.0,2026-01-05 07:27:23,play_store,Hotlink,thanks Maxis/Hotlink now Singapore Roaming using Singtel very fast 👍🏻👍🏻,10,en
53e4e955-953a-4f3d-ade1-6bb488f6077a,Malaysian number 1 (Pukkima) internet hotlink ni😈😈😈😈😈😈😈,1.0,2026-01-04 15:02:33,play_store,Hotlink,Malaysian number 1 (Pukkima) internet hotlink ni😈😈,7,fi
2df6cf09-2380-4817-a595-328d75d84849,sesetengah tempat masih belum ada liputan Internet walaupun bukan di pedalaman,1.0,2026-01-04 14:22:01,play_store,Hotlink,sesetengah tempat masih belum ada liputan Internet walaupun bukan di pedalaman,11,id
3d7aeaaa-d077-429e-a614-ec3f203499cc,hotlink okay but your apps hotlink is very bad work,2.0,2026-01-04 12:54:26,play_store,Hotlink,hotlink okay but your apps hotlink is very bad work,10,en
8bcc3f62-e5a9-4495-830e-da182ea3d640,Always crash in different step when registering for eSIM.,1.0,2026-01-04 10:35:02,play_store,Hotlink,Always crash in different step when registering for eSIM.,9,en
74a2973f-a449-4847-90f3-aa2c75201bf8,still unavailable network. reported to ur customer service. it's been many days. still pending,1.0,2026-01-04 02:24:43,play_store,Hotlink,still unavailable network. reported to ur customer service. it's been many days. still pending,14,en
b3baeb38-b2d2-44d3-93e2-0bde0dffa144,Almost every time can't access...,1.0,2026-01-03 23:36:14,play_store,Hotlink,Almost every time can't access..,5,en
